"levelId","chapter","totalCardCount","categoryCount","itemCardCount","imageCardCount","columnHeights","fifthColumnCount","drawBatchCount","parMoves","threeStarMoves","twoStarMoves","solverSolved","solverMoves","solverNodes","solverBacktracks","solverBranchingStates","solverDealDecisionStates","solverForcedMoves","maxActiveCategories","contentReviewChecked","ambiguityNotes","layoutSignature"
"","2","54","9","45","4","2/3/4/5/6","6","7","61","65","75","true","61","4496","4434","1294","706","1095","5","true","","9#I0.5,I0.5,I0.5,C0.5,C1.5|I0.5,I0.5,I2.5,I3.5|I2.5,I2.5,I1.5|I2.5,I4.5,I3.5,I3.5,I5.5,I1.5|I6.5,I7.5#I2.5,I3.5,C2.5,I1.5,I1.5|I4.5,I1.5,C6.5,I6.5,I6.5|C8.5,I3.5,I5.5,I4.5,I7.5|I8.5,C3.5,C5.5,I5.5,I8.5|I6.5,I8.5,I7.5,I8.5,C7.5|I5.5,I6.5,I8.5,I7.5,I7.5|I5.5,I4.5,C4.5,_,I4.5"
"","2","54","9","45","0","2/3/4/5/6","6","7","61","65","75","true","61","573","511","215","62","129","5","true","","9#I0.5,C1.5|I0.5,I2.5,I2.5,I0.5,I1.5|I3.5,I2.5,I1.5|I4.5,I4.5,I3.5,I3.5|I5.5,I6.5,I3.5,I6.5,I7.5,I7.5#I2.5,C4.5,I4.5,I4.5,I1.5|I0.5,I2.5,I0.5,I4.5,I1.5|I5.5,I1.5,I7.5,I5.5,I7.5|I6.5,I6.5,I5.5,C0.5,C7.5|C6.5,C2.5,C5.5,I6.5,I8.5|C8.5,I8.5,I8.5,I8.5,I8.5|I5.5,C3.5,I7.5,I3.5,_"
"","2","54","9","45","9","2/3/4/5/6","6","7","61","65","75","true","61","256","194","108","66","64","5","true","","9#I0.5,C0.5|I1.5,I1.5,C2.5|I1.5,I3.5,I4.5,I5.5,C4.5|I3.5,I3.5,I5.5,I4.5,I3.5,I3.5|I5.5,I5.5,I2.5,I6.5#C7.5,I0.5,I4.5,C3.5,C6.5|I7.5,I2.5,I5.5,I2.5,I7.5|I6.5,I7.5,C1.5,I8.5,I4.5|I7.5,I2.5,I0.5,I0.5,I6.5|I8.5,I1.5,C5.5,C8.5,I2.5|I7.5,I0.5,I8.5,I8.5,I6.5|I4.5,I1.5,I6.5,_,I8.5"
"","2","54","9","45","9","2/3/4/5/6","6","7","61","65","75","true","61","454","392","202","71","41","5","true","","9#C0.5,I1.5,I2.5,C3.5,I4.5|I1.5,I5.5,C6.5|I4.5,C4.5|I4.5,I6.5,I1.5,I6.5|I5.5,I6.5,I7.5,I4.5,C2.5,I4.5#I6.5,I7.5,C7.5,C1.5,I1.5|I1.5,I2.5,I7.5,I6.5,C5.5|I7.5,I2.5,I5.5,I3.5,I7.5|I3.5,I5.5,C8.5,I5.5,I3.5|I3.5,I0.5,I2.5,I2.5,I3.5|I0.5,I8.5,I8.5,I0.5,I0.5|I0.5,I8.5,I8.5,I8.5,_"
"","2","54","9","45","9","2/3/4/5/6","6","7","61","65","75","true","61","304","242","133","39","37","5","true","","9#I0.5,I1.5,C2.5|I0.5,I3.5,I4.5,I1.5,I5.5,I2.5|I1.5,I3.5,I0.5,I5.5|I3.5,I2.5|I5.5,I6.5,I6.5,I7.5,C7.5#I1.5,I0.5,I3.5,I0.5,I2.5|I2.5,I7.5,I3.5,C3.5,C8.5|I1.5,I5.5,C5.5,I8.5,I6.5|C1.5,I6.5,I7.5,I4.5,I7.5|I8.5,I4.5,I8.5,I4.5,I2.5|I8.5,C4.5,C0.5,I8.5,I4.5|I5.5,_,I7.5,I6.5,C6.5"
"","2","54","9","45","9","2/3/4/5/6","6","7","61","65","75","true","61","268","206","122","62","61","5","true","","9#I0.5,C1.5|I2.5,I2.5,C3.5,C4.5,C0.5,I2.5|I2.5,I2.5,I0.5,C2.5|I3.5,I4.5,I3.5,C5.5,I1.5|I5.5,I3.5,I3.5#I5.5,I4.5,I1.5,I1.5,I0.5|I0.5,I1.5,I6.5,I3.5,I5.5|I6.5,C6.5,I1.5,I5.5,C7.5|I7.5,I4.5,I5.5,I6.5,I4.5|I8.5,I0.5,I7.5,I6.5,I7.5|I8.5,I8.5,C8.5,I4.5,I6.5|I7.5,_,I8.5,I7.5,I8.5"
"","2","54","9","45","0","2/3/4/5/6","6","7","61","65","75","true","61","538","476","219","83","41","5","true","","9#I0.5,I0.5,I1.5,I1.5,C2.5|I0.5,I0.5|I1.5,I1.5,I0.5,I3.5,I3.5,I4.5|I3.5,I4.5,I2.5|I4.5,I3.5,I2.5,I2.5#I5.5,I1.5,I5.5,I6.5,I5.5|I5.5,C0.5,C4.5,I6.5,I7.5|I6.5,I2.5,I2.5,I6.5,C6.5|I3.5,C7.5,I8.5,I4.5,I6.5|C1.5,I4.5,I7.5,C3.5,I7.5|I7.5,I7.5,I5.5,I8.5,C8.5|I8.5,I8.5,_,I8.5,C5.5"
"","2","54","9","45","9","2/3/4/5/6","6","7","61","65","75","true","61","255","193","115","33","29","5","true","","9#I0.5,I0.5,I1.5,I2.5,I3.5,C0.5|I0.5,I4.5,I5.5,I5.5|I1.5,I2.5,I6.5|I2.5,I5.5|I3.5,I7.5,I7.5,C4.5,C5.5#I4.5,C8.5,C6.5,C7.5,I8.5|I5.5,I4.5,I8.5,I4.5,I6.5|I8.5,I0.5,I5.5,C3.5,I8.5|I8.5,I1.5,I2.5,I6.5,I7.5|I7.5,I7.5,I6.5,I4.5,I6.5|C2.5,I1.5,I3.5,I0.5,I3.5|_,I1.5,I2.5,I3.5,C1.5"
"","2","54","9","45","9","2/3/4/5/6","6","7","61","65","75","true","61","5309","5247","1857","420","355","5","true","","9#I0.5,C1.5|I2.5,I0.5,I3.5,I1.5|I4.5,I3.5,I3.5,I0.5,I3.5|I4.5,I4.5,I4.5,I4.5,C4.5,I1.5|I5.5,I5.5,I2.5#I0.5,C0.5,I6.5,I2.5,I5.5|I2.5,I5.5,I3.5,I0.5,I1.5|C7.5,I5.5,I1.5,I6.5,I6.5|I1.5,I7.5,C2.5,I2.5,I8.5|I8.5,C8.5,I6.5,C3.5,C6.5|I8.5,I7.5,I8.5,I7.5,I7.5|I7.5,C5.5,I8.5,_,I6.5"
"","2","54","9","45","9","2/3/4/5/6","6","7","61","65","75","true","61","995","933","381","68","40","5","true","","9#C0.5,I1.5|I2.5,C3.5,I4.5,I4.5,C4.5|I3.5,I3.5,I3.5|I3.5,I5.5,I0.5,I6.5|I5.5,I0.5,I1.5,I4.5,C6.5,I4.5#I1.5,I6.5,C7.5,I4.5,C5.5|I6.5,I0.5,I3.5,I1.5,I2.5|C2.5,I2.5,I0.5,I8.5,I8.5|I1.5,I2.5,I7.5,I5.5,C8.5|C1.5,I7.5,I5.5,I6.5,I6.5|I2.5,I7.5,I8.5,I0.5,I5.5|I7.5,I7.5,I8.5,I8.5,_"
"","2","54","9","45","9","2/3/4/5/6","6","7","61","65","75","true","61","282","220","128","35","33","5","true","","9#I0.5,C0.5,I1.5|I2.5,C3.5|I2.5,I2.5,I2.5,I4.5,I2.5,I3.5|I5.5,I0.5,I3.5,I3.5|I5.5,I5.5,I0.5,I5.5,I4.5#I6.5,I0.5,I7.5,I6.5,I0.5|I8.5,I7.5,I6.5,I8.5,I5.5|I7.5,I3.5,I3.5,I4.5,I4.5|C8.5,I8.5,C6.5,C7.5,C5.5|I8.5,I7.5,I1.5,I1.5,I1.5|I6.5,C2.5,I4.5,I7.5,C1.5|I6.5,C4.5,_,I8.5,I1.5"
"","2","54","9","45","0","2/3/4/5/6","6","7","61","65","75","true","61","185","123","81","69","24","5","true","","9#C0.5,C1.5,C2.5|I1.5,I1.5,I2.5,I0.5|I3.5,C4.5,C5.5,I3.5,I2.5|I6.5,C3.5|I6.5,I3.5,I2.5,I6.5,I1.5,I6.5#C6.5,I2.5,I2.5,I3.5,I6.5|I0.5,I5.5,I1.5,I4.5,I0.5|I7.5,I7.5,I1.5,I7.5,I4.5|I4.5,I4.5,I5.5,I5.5,I7.5|I5.5,I8.5,I0.5,I7.5,C8.5|I4.5,I5.5,I3.5,I0.5,C7.5|I8.5,I8.5,I8.5,I8.5,_"
"","2","54","9","45","9","2/3/4/5/6","6","7","61","65","75","true","61","1196","1134","465","52","114","5","true","","9#C0.5,C1.5|I2.5,I2.5,I0.5,I3.5|I4.5,I4.5,I2.5|I5.5,I4.5,I5.5,I5.5,I1.5,C3.5|I5.5,I5.5,I6.5,I4.5,I3.5#I4.5,I1.5,I6.5,I6.5,I0.5|I2.5,I7.5,I7.5,I3.5,I0.5|C4.5,C7.5,C5.5,I8.5,I2.5|I7.5,I8.5,I6.5,C2.5,I8.5|I0.5,I7.5,I1.5,I0.5,I8.5|I6.5,I3.5,C8.5,I8.5,I7.5|I1.5,I3.5,C6.5,_,I1.5"
"","2","54","9","45","9","2/3/4/5/6","6","7","61","65","75","true","61","210","148","102","30","30","5","true","","9#I0.5,I1.5,C2.5|I1.5,I3.5,I0.5,I4.5,I5.5,C6.5|I3.5,I0.5,I1.5,I7.5|I5.5,I4.5,I5.5,I6.5,I2.5|I7.5,I1.5#I7.5,I0.5,C8.5,I5.5,C3.5|I2.5,C7.5,I6.5,C5.5,I8.5|I6.5,I2.5,I6.5,I2.5,I2.5|I3.5,I8.5,I8.5,I7.5,I4.5|I3.5,I4.5,I0.5,I7.5,I3.5|C0.5,I6.5,I4.5,I1.5,I8.5|C1.5,_,I5.5,I8.5,C4.5"
"","2","54","9","45","9","2/3/4/5/6","6","7","61","65","75","true","61","532","470","214","110","99","5","true","","9#I0.5,C1.5,I2.5,I2.5,C2.5|I0.5,I1.5,I0.5|I1.5,I3.5,I4.5,I3.5,I4.5,I5.5|I4.5,I1.5|I6.5,I6.5,I6.5,I0.5#I3.5,I1.5,I5.5,C6.5,I1.5|C7.5,I2.5,I2.5,I4.5,I0.5|I7.5,I6.5,I8.5,I2.5,I6.5|I7.5,I7.5,C5.5,I7.5,I3.5|C0.5,I3.5,I7.5,C3.5,C4.5|I8.5,I5.5,I5.5,I8.5,C8.5|I8.5,I4.5,_,I5.5,I8.5"
"","3","54","9","45","9","2/3/4/5/6","6","7","61","64","74","true","61","427","365","171","39","32","5","true","","9#I0.5,I0.5,I1.5,C2.5|I1.5,I3.5,I2.5|I3.5,I0.5,I3.5,I4.5,I2.5,I2.5|I3.5,I0.5,I3.5,I5.5,I4.5|I6.5,I6.5#I1.5,I1.5,I2.5,I6.5,C0.5|I0.5,I6.5,C4.5,I7.5,I5.5|I1.5,C3.5,C5.5,I8.5,C8.5|C1.5,I8.5,C7.5,I7.5,I7.5|I4.5,I5.5,I8.5,I7.5,I6.5|I5.5,I4.5,I2.5,I8.5,I8.5|I7.5,C6.5,_,I4.5,I5.5"
